Rating,Date,Review Text,Review Title,Is Helpful,Not Helpful
1,"Mar 12, 2021","Based on my credit report, annual income, bank statement, last 2 years of 1040s, W2s, etc...the list goes on and on and on. They should never need that much inofrmation. I cancelled the process and moved on to another company. The amount of information they continued to request was out of control.",They request document after document...,5,2
1,"Mar 02, 2021",No reply or response after 10 days of completing the app process. I regret giving my ID and personal info,,2,0
5,"Feb 20, 2021","With just under 5k left to pay off in credit card debt, as I was finally at a ""good score"", I was hesistant to take out a loan to consolidate because I didn't want to add another account and inquiry. But when I was preapproved with 11% APR (vs my average of like 26% on my cards) I realized I could pay the loan off in less than a year and save a ton of money in interest, so I went for it. Final approval took a couple business days. They needed to verify income; the woman who called me to let me know was incredibly professional and made it very easy. I was approved that same day. The only mistake I made was having a bulk of the funds delivered directly to my credit accounts; the remaining cash was in my account days before any credit showed up on my accounts. If I had just had it all sent to my checking I could have paid themyself sooner. But overall I am very happy with this loan. I've only had if for about a week and can already tell if will be quite easy to manage. Making extra payments is very easy, which is important to me. My monthly payment is less than $300 but I had been previously paying $600 a month to my credit cards. So by applying the extra payments on the loan I'll be debt free in less than a year, despite the loan term being 24 months. Highly recommend to anyone who will be able to save money by consolidating.",Great option for credit consolidation,12,6
5,"Jan 22, 2021","This was a really great experience. It took around 3 days for the intial review but once they asked for all supporting income info and everything, I heard back 30 min after I uploaded my documents and got approved. Very streamlined service. Nice reps too! Highly recommend.",Fast & Easy,7,3
1,"Jan 07, 2021",Make sure of what you want. Got nervous about all of the questions and decided not to do with company never heard of. Trying several times to cancel application. Had to put lock on soc sec and date of birth. Had to get all new accounts on my CC. I never gave them my bank info. Don't like my account being debit by anyone I should not have to give you all info again to cancel applicatio.,Tried to cancel application,2,1
1,"Jan 05, 2021","It read that my approval odds were ""amazing"" since my credit scores were 730 and 753 ans hardly much debt. So I applied and was immediately denied. This company does NOTHING. The won't give you a loan but what what they do is HARVEST your emails for future spamming. Yep, I just got 2 more emails asking me to sign up for a personal loan. My point EXACTLY.",NOTHING BUT CRAP!,1,1
1,"Jan 02, 2021","It's very difficult to payoff the Payoff loan online. I only wanted to take on short term debt to finish off student loans but got super frustrated when i realized you can't make a payment online to fully payoff the loan. You have to deal with a representative. If you look on the BBB website, these representatives often incorrectly payoff the loan and you are charged for the interest during that time. Incredibly frustrating as this could add 1-2 weeks to your loan time. This has never happened to me before with any other service. This seems like an intentional way to inflate the loan length of time, thus the amount of interest you are charged. I would avoid.",Frustrating! Can't Payoff Loan Online,44,4
5,"Dec 28, 2020",This was an easy process! All paid off and 1 low payment,Fantastic!!!! Got my loan,2,1
5,"Dec 08, 2020",The loan process is simple and easy from start to finish. I read a lot of reviews and I have to say my experience was excellent and I'm very happy. From start to finish it funded in 6 days including Saturday and Sunday.,Simple and easy application process.,0,0
5,"Dec 06, 2020",Great rate. Easy application.,,3,2
5,"Dec 06, 2020",Super easy to work with,Super easy great rate,2,0
1,"Nov 24, 2020",They do check your credit! Don't do it!,Such a joke,0,2
2,"Nov 19, 2020","The application process was very easy, they approved and were supposed to send money in 2-5 business days, yet something went wrong and two weeks later they had to send it up the line and finally paid me, which resulted in me ending up with another interest payment on my CC. They have a horrible website system. This loan is great if you are a 100% scheduled payment at exactly the amount you agreed upon kind of person. I like to manually pay each month, sometimes more $ or sometimes make two entire payments. Unfortunately you cannot change the payment amount, and if you pay twice in a month the second payment goes towards the principle, which leaves you with a missed interest payment due the next month, but if you want to pay that interest you end up having to make a whole other payment because you can't change the amount!! They have 24/7 customer service almost which is great but these people often confuse themselves and aren't very helpful. Very aggravating and unprofessional loan system.",B-rated version of a real bank loan,103,11
2,"Nov 17, 2020","Interest rate was high (close to 20%) with 700+ score. The preapproval was no where near what my final rate was. However, the entire process was seamless. Now, the wait times when calling in is extremely long, luckily they now have a call back option where they will reach out to you. Payments: After you make your monthly payment, you cannot make an additional payment until your next statement is generated. So if you would like to pay additional principal, or just an additional payment, you cannot do so. Next, your payments take a few days to process. Then it takes 2-3 days for this to post to your account. Now this is minor I know, but when you are paying interest that is compounded daily this adds up to a lot of money; Payoff is making a lot of money by doing this. This is my 2nd personal loan, first with Payoff. However, if approved by the first company I used, I would not use Payoff again. Members are friendly yes, but there website is clunky and not user friendly. I couldn't make online payments due to an issue with their system and it was never resolved nor was it ever followed up on by a manager. I was promised it would be fixed but it never was. It was a time consuming process to have a payment made. If you're in a bind, go for it.",Expensive but helpful,38,6
1,"Nov 14, 2020",Don't waste your time,Don't apply! They are liers.,0,2
4,"Nov 10, 2020",I did the process entirely online. No telephone calls at all. Very straight forward. I will be saving a great deal of interest payments with this consolidation loan. The whole process took about 2 weeks. I think it was due to 3 different people requesting documents that I already sent. Nothing you can do but resend. It has been great seeing my credit card balances lowered to almost nothing.,Online loan process works!!!!,8,3
5,"Nov 09, 2020",I applied and got instant approval with a lower interest rate than any other competitor. Easy and all online.,Easy and fast,10,2
5,"Nov 05, 2020","Really simple, fast, and positive experience",,5,2
5,"Nov 04, 2020",Great offer and excellent services,Great offer and excellent services,0,0
5,"Nov 03, 2020",This is the first company I've worked with who offered decent rates based on my credit score and history!,Quick & easy with a reasonable rate.,7,6
5,"Nov 03, 2020",The whole loan process was very fast and seamless. Great customer service as well. I will recommend Payoff anytime and any day.,The easiest and fastest loan ever!,6,1
5,"Nov 03, 2020",This was a amazingly easy process and very quick.,Personal loan,0,0
5,"Nov 03, 2020",Payoff gives really good interest rates on their loans.,Quick and easy to apply!,0,0
5,"Nov 03, 2020",Payoff truly does give you a good interest rate.,Quick and easy to apply!,0,0
5,"Nov 02, 2020",Made the debt consolidation process super simple!,Easy and fast application process!,4,0
5,"Nov 02, 2020",Easy application and funds distributed quickly. Thank you!,Easy and quick,0,0
1,"Nov 01, 2020",These folks do NOT count 1099s as a source of income. Did not even ask me for them.,Be very careful,0,0
5,"Nov 01, 2020","The process was very simple. The customer service team was extremely courteous, and knowledgeable. The Approval process only took one day. After I accepted the loan it funded in 3 day. I'm extremely satisfied.",,0,0
5,"Oct 29, 2020","It was quick and easy to apply, I received a pre-qualification with my rate, repayment amount, etc. It was easy to upload or link the required documents, and my loan was approved within a week; and funds were deposited after only 4 business days. Refinanced just in time for Christmas, I can breathe easier now!","Quick, efficient, AFFORDABLE",0,0
5,"Oct 29, 2020",Application to paid off in 3 days.,Super EASY process,0,0
5,"Oct 28, 2020",These guys did a great job of communicating and getting me a low interest consolidatoin loan to help me on my money/credit and credit score mission! Highly reccomend.,Great job in helping me!,11,0
4,"Oct 28, 2020",Expect to at least have to talk to someone over the phone if they need additional information from you. I kept getting emails about additional documents needed to complete application but the website wouldn't specify what. I had to call customer service. The guy I spoke to was nice and professional but wait times were long which I didn't really have to worry about since I asked for a callback instead of just waiting on hold. Once I was approved the funds were disbursed pretty quickly. About 1 to 2 business days for the amount in my acct and about 4 for the payoff to my credit cards. Haven't made a payment yet but so far so good.,Fairly Easy Application Process and Appr,12,2
5,"Oct 27, 2020",I was pleasantly surprised at how easy & convenient this process was. I got a great rate & funds were in my bank in 4 days after all documents were signed.,Awesome!!,0,0
3,"Oct 27, 2020","USE4 review for personal loans Payoff, okay review",USE4 review for personal loans Payoff,0,6
2,"Oct 25, 2020",It states you can not have collections on your credit. If you are trying to get a loan to pay these off then from what I read you are out of luck.,Credit collections,7,0
5,"Oct 25, 2020",The process was really seemless. Nothing better than to have a piece of mind knowing that all your credit cards are paid off and you have to only focus on making one monthly payment,WOW in a GREAT WAY!,7,1
5,"Oct 22, 2020",I applied online. Received a decision quickly and signed paperwork online and the money was in my bank account within a week.,EASY!,10,0
1,"Oct 22, 2020",Does not accept direct deposit as proof of income. They only want a paycheck stub . Which makes it impossible for 1099 applicants to qualify for a loan. no matter how good your credit or income is.,Not 1099 friendly,0,0
5,"Oct 20, 2020",The process was pretty seamless! I've already paid off my balances. Feel so dang good!!,Couldn???t be more happy!!,6,1
5,"Oct 19, 2020","The application process was quick and easy. The funds were distributed in about 6 days. I applied on a Tuesday and received the funds on Monday. My interest rate is 9% which is amazing. I borrowed 6500 which after the fee came out to 6370. So far,I have no complaints. Thank you PAYOFF! They did a hard pull on my TU report which was 751. Hope this helps.",Approved,0,0
5,"Oct 19, 2020",The application process was easy and the money was received in a timely manner.,,0,0
5,"Oct 19, 2020",The application process was easy and the money was received within a week of application.,,0,0
4,"Oct 16, 2020","I was able to do everything online. It did take a little longer than I thought it would for the funds to come through, but other than that it was great.",Easy and Fast,6,0
5,"Oct 14, 2020",Their representatives are friendly. The process was easy and I got my money fast!,My experience has been great!,0,0
4,"Oct 14, 2020","Application was easily done, and the processing timely. The nicest thing about it is the founder's intent. It is perfect for those of us that are working on improving our credit.",Worth the effort,0,0
5,"Oct 14, 2020",Rates were amazing and a smooth process,Very easy process,8,0
5,"Oct 13, 2020","Getting this loan was easy and quick. They had the best rate that I could find, and the rate I initially saw, was the rate I got. Not so for other online lenders.",User friendly process. Excellent rate,13,0
4,"Oct 12, 2020","Requested to consolidate my credit cards. I had more than 10 cards all above 20% interest rate but one at 11. Offer came through Credit Karma which I had looked at consolidating before and was turned down or the rate was just as high as the other cards had so did not take it. This offer did show three rates lower. When I thinking about it I clicked and started but then took a day to confirm final before pushing through with which rate. When I came back the next day I decided to change to the middle offer but I had to instant messanger to get it changed as it was already locked at the prior day. She did forewarn that there is a possibility of fee to change rate which made no sense when I did not agree to anything yet. But it still was cheaper so continued. And it did not cost anything to switch at that time. The only thing is originally when started it had me put in CCs to payoff but when finally pushed through documents only 3 were direct and the rest funds were just dropped in for me to pay direct which was not a big deal but just fyi that even though it may say initially can send payoff on some accounts, check your final agreement and make sure to match your debt after. It did end up matching the final agreement. It only took 2 days to post the funds into my account, and 3-4 days for the cc's to be paid off for the ones direct. It will save me tons of interst down the long run so definitely worth the few hiccups.",Pretty good with slight hiccups,1,0
5,"Oct 12, 2020",I would recommend to anyone who is applying for a first time personal loan. I was denied by another company the day prior and I was nervous it would happen again. Pay off approved my loan and the funds were in my bank within 4 days of applying! My monthly payment is saving me $250 a month!!,Great rates and communication,0,0
5,"Oct 11, 2020",They were helpful and calling to verify things are moving forward. I recommend them!,Credit card consolidation loan @ 7%!,8,0
5,"Oct 11, 2020",Over a period of time we found ourselves in debt and were not making any progress toward paying it off. Payoff helped us find a loan to meet our timeline goals to get back on solid financial footing. Thanks Payoff for helping us get where we want to be financially.,Great first-hand experience!,9,0
5,"Oct 08, 2020",The process was really seemless. Nothing better than to have a piece of mind knowing that all your credit cards are paid off and you have to only focus on making one monthly payment. Will definitely recommend applying and have some piece of mind.,Easy and Secure,14,0
5,"Oct 07, 2020","This process was amazing. I applied on Monday, got approved for rates by Tuesday night and funded by Friday morning. I would recommend this for everyone looking to consolidate debt and get lower rates. Great JOb Payoff!!!",Simple and Quick,14,0
5,"Oct 06, 2020",I got a great rate that helps me save money. The process could not have been easier. I like their website as well.,quick and easy,11,0
5,"Oct 05, 2020","Took less than 3 days for the funds to be in my account, along with credit cards being paid off.","Simple, fast, and very efficient",0,0
5,"Oct 05, 2020","Very easy process,",,0,0
1,"Oct 04, 2020","I was in the middle of the application process.. which is long and ridiculous.. submit bank account info, submit pay stubs etc.. hadn't even finished yet when they sent me a denial. I emailed them super confused because I hadn't submitted all of my information yet. I received a patronizing response saying ""sorry we couldn't approve you. We know getting your finances together is hard!"".. No answers as to why I had been denied, no further information. It felt super scammy to me, like they were just trying to get my information. Look somewhere else.. There are plenty of other places with good rates.",Don't waste your time,0,0
5,"Oct 04, 2020",The process was very easy and it only took a few minutes to get my approval back. Being able to borrow enough money to payoff my credit card debt has take a huge weight off my shoulders. I would highly recommend Payoff!!,Very quick and easy process!,11,0
5,"Oct 04, 2020","Easy to apply, rapid response, and support person was knowledgeable.",,0,0
4,"Oct 01, 2020",Easy to apply and quickly deposited.,Great Rates!,5,0
5,"Sep 30, 2020","The process was easy, approval was fast and the interest rate was fantastic. The ability to obtain this loan is saving hundreds of dollars in credit card interest with one monthly payment.",Fast Approval,17,0
5,"Sep 28, 2020","This loan was quick upon pre-approval, efficient and easy process to navigate to the final fund$!!!!","ABSOLUTELY wonderful customer service,!",0,0
5,"Sep 27, 2020",Process was easy. Loan materials all signed electronically. Emailed with me every step of the way. Good rates and I recieved my loan within 5 days.,great experience- debt consolidation,0,0
5,"Sep 27, 2020",It was easy to apply and get them the information they needed to approve the loan. The paperwork was e-signed. Everything was easy to understand and they emailed with me at every step.,great experienc,0,0
5,"Sep 26, 2020",It was so easy and fast! When I had questions their team was there to answer! Amazing loan company!!,"Amazing, fast, & simply easy!",0,0
5,"Sep 25, 2020",Great communication about what stage in the process loan is. Quick and easy to submit documents especially when you can link your bank account to the application. I am currently in a residency where my student loans are not able to be refinanced without a co-signer. This was due to the amount I had on revolving credit lines. The credit card was used while I was in college/graduate school for living expenses. The ability to use payoff for my student credit card without a co-signer helped me reduce my revolving credit and improve my credit score. The rate they gave me was fair and I end up saving a ton of money on interest payments. I would easily recommend them to help reduce interest payment burden and start getting ahead from debt.,Easy Company to Work With,14,0
4,"Sep 20, 2020",Very easy. Great customer service. Easy loan process and terms and repayment options.,Very Easy.. Money in 2 days,0,0
5,"Sep 20, 2020",Application process was easy and straightforward. They approved quickly and money was in my account within a week. I paid off credit cards with high APR's and saved over $200 a month. Highly recommend.,,20,0
5,"Sep 20, 2020",Excellent rates for repayment with option repayment terms. No early prepayment penalties. I'm means a fair shake in the personal loan arena. I won't bash other companies that sent me outrageous % rates and repayment penalty fees. I will instead Bragg and boast about the services I received. Extremely PLEASED ????,A very direct and fair market value,22,0
1,"Sep 16, 2020","Was never approved or denied. I applied back in June 2020. I received an email at the beginning of August letting me know that there is an influx of applications and that it may take up to seven days to get a response. Today is September 16, 2020 and still no word. I am now afraid to apply elsewhere because I don't want it to all of a sudden come through and then be on the hook for two loans and have two things on my credit score.",Was never approved or denied.,0,0
4,"Sep 16, 2020",U don't know unless you try,"Quick,easy and fast",4,3
5,"Sep 15, 2020","The staff were fast and responsive. The rate is fair, and the information clearly presented.",Easy,0,0
5,"Sep 15, 2020","easy process, skilled and helpful customer service",Game changer,8,0
5,"Sep 14, 2020",I took the loan for credit cards consolidation. The process was quick and easy. The overall terms and overpay amount are also appealing.,Useful,9,1
5,"Sep 13, 2020","Great experience. Payoff's customer account portal is a decent experience. Everything was very simple and quick. Seems like Payoff is in this business for the right reasons. So far, I'm happy and impressed.",,7,0
4,"Sep 12, 2020",I good way to combine credit card debt into one low interest payment.,debt consolidation,6,0
5,"Sep 10, 2020",The process to obtain the loan was relatively quick and easy. As I went through the process it was helpful to know that my credit had not been checked until after my rate was determined. After my rate was determined and the completion of the application is when I got alerts that my credit filed had been pulled by happy money. The document signing was simple. Take your time to read everything. The name of your lender is shown at this point. It went by quickly as I think I saw a fee for membership but it was quick. I got an email shortly after signing the documents that stated my money would be deposited between 3-6 days. Mine took 3 days. I am just starting with the loan so if there are any reasons to remove a star I will update this review. I allowed for them to connect to my bank account which made the process quick as well.,Easy Process,21,1
4,"Sep 10, 2020",I DID APPLIED AND THEY DID GIVE ME MORE THEN I THOUGHT THEY WOULD GIVE. I USE THIS TO PAY OFF A PREVIOUS LOAN THAT HAD A REAL HIGH INTERESTS RATE. AND I PAYOFF ALL OF MY CREDIT CARDS OFF. FOR ME THIS WAS A BIG HELP FOR ME,,0,0
5,"Sep 09, 2020",Payoff is extremely communicative.,Payoff had most reasonable rates,7,1
5,"Sep 08, 2020",You will not be dissapointed!,Quick and Easy,6,0
5,"Sep 08, 2020","From starting the loan application to getting the funds was less than a week. Low interest rates, easy application, and quick funding!",So quick and easy,1,0
5,"Sep 06, 2020",Nice and easy!,,0,0
5,"Sep 03, 2020","I loved how fast this process was. From the time I applied, I had funds in my account in less than a week! Very friendly customer service, it's super easy to set up auto payment, and I loved that they have different happy gifs when you're approved. Mine was from The Office, which made me laugh.","Easy, intuitive and fast",7,0
5,"Sep 03, 2020",Application was easy and once approved funding was quick. ????,,4,0
5,"Sep 03, 2020","Highly recommend. The entire process from applying to receiving the loan was amazingly simple and quick and offered competitive rate i just couldnt refuse! Thank you, Payoff!",Great experience! Quick and simple!,0,0
5,"Sep 02, 2020","I applied for a loan online and it was easy. It took about 2 1/2 weeks for my loan to be finalized and disbursed. When you applied and you don't hear from them after a week, you need to follow up and call their customer service number. You need to be very patient because you may be on hold for a while. Then, they will tell you what else you needed to complete your application, and when you download what is needed and everything looks great, you will get a loan agreement soon after that and you will sign it online. And after 3 business days, I got my loan amount and paid off my credit card. I was very happy! I'm so glad it was approved and I am very ""Thankful"".",Easy online application and good company,5,0
5,"Sep 02, 2020",It was fast and easy to apply. This can help you fight against those high interest credit cards.,Has given me Tranquility!!,0,0
5,"Sep 02, 2020",Pay Off helped my get my credit back to perfection. My interest rates came out lower then I could imagined.,Life changing and simple!,0,0
5,"Sep 01, 2020","It takes about 30 days for the loan process, but they do their due diligence. It worse worth the wait. Instead of making minimum payments on credit cards for years, I'll be debt-free in 3 years!",,0,0
5,"Sep 01, 2020",Interest rate is much lower than others. Excellent customer service.,,0,0
5,"Sep 01, 2020",Interest late is much lower than others.,,0,0
5,"Aug 31, 2020",Such a great easy process.,Awesome all around!!!!,5,0
2,"Aug 27, 2020","I've had a pre-approved recommendation for personal Loan. They took close to 10 days to decision my application as approved, this is after completing all the adidtional documents submission within minutes after they asked. This is like the longest ever i had to wait for any approval on personal, auto, cc loans. And, if they need additional information or want to talk to you they just email you and ask to call them which is super weird. I've had to call 3 times during my application process in 10 days and my average wait time every time was over 45 mins. One classic wait time experience i had was this. They asked me to call thinking that i needed to upload additional information, which i already uploaded. I waited 45 mins on the line to say i had uploaded that a day ago. Overall i was approved of my application because i had all list of my documents (which i did not elaborate in this review) ready to be uploaded minutes after they asked me. Imagine someone going through all of this and getting Denied. I would not recommend this if you are in urgent need of this loan. Payoff needs to fix their customer service processess big time to help their business.",PL- poor customer service,0,0
1,"Aug 27, 2020","Applied for this loan. Process was lengthy and difficult. Customer service takes ages to get ahold of. After submitting all of my documentation that they asked for they denied the loan because the documentation couldn't be verified. It was the same documentation I used to get a mortgage, so that was confusing. I didn't want to wait on hold another hour to call and ask about it, so I just gave up.",Horrible,1,0
5,"Aug 26, 2020","Not only are the interest rates low, but it was also a really fast process and extremly convienent!!!",Great low interest rates,8,0
5,"Aug 26, 2020","I hesitated at first, but so glad I applied. It was so easy and now I have no credit card debt.",Quick and easy,9,0
5,"Aug 25, 2020",They cut the intrest in half and consolidated two cards. Now I have one payment at a reasonable rate each month. This company was easy to work with and they were quick. Need I say more?,"Effortless, quick, and helpful.",9,0
5,"Aug 25, 2020",Quick and easy,Great experience,3,1
5,"Aug 25, 2020",Quick and easy,,1,1
5,"Aug 25, 2020","From the time I applied to the time I had funds in my account was about 6 business days. That was nice. I encountered a couple questions along the way, and customer service was helpful. Assuming the payback process goes smoothly, I would recommend this company.","So far, so good",10,0
5,"Aug 24, 2020","My credit isn't great (debt to income ratio) but I have perfect payment history. Still I couldn't even get a loan through my credit union for a decent interest rate, and the most they would borrow me was $10k. Iv tried multiple places and no one would take a chance on me. Payoff did! And they loaned me $25,000! I couldn't believe it. My interest rate is mild compared to what I was losing on my credit card interest. Process was amazing and money came quick! So thankful for this company!!",Amazing!!!!,40,1
5,"Aug 23, 2020","I wanted to consolidate my debt- Payoff was so nice, helpful and made this the most pleasant experience",Debt Consolidation,0,0
1,"Aug 21, 2020","As others have said here and on other sites STAY FAR AWAY from this company. Absolutely horrible customer service. Good luck getting anyone on the phone or on chat. Will say you're pre-approved for a much lower rate, string you along for nearly a week and make you resubmit the same paperwork (in my case paystubs) over and over and over. Then finally after all that I got a message from them that I have ""new"" offers now that are now wanting to charge a rate AT LEAST TWICE as much as the original rate I was pre-approved for. Talk about bait and switch. I went with LightStream and was FULLY approved in less than 5 hours. The funds will be be deposited in my checking account in 2 business days. Please take your business elsewhere.",STAY FAR FAR AWAY!,1,0
5,"Aug 20, 2020",Quick and painless application. Speedy funds and great customer service,Super easy application,0,0
5,"Aug 20, 2020",I have never had loan process be so easy. Would definitely recommend payoff to anyone.,,16,0
5,"Aug 19, 2020",It's worth getting this loan to get expert help with kind customer service.,It gave me hope to regain control financ,6,0
5,"Aug 18, 2020",It was very easy to apply and it took less than a week for them to review everything and the money to get to my account. The website is easy to navigate.,Easy to apply,9,0
5,"Aug 17, 2020","This loan was so easy to apply for, and once approved, the funds were deposited in my bank account in 2 days. The bulk of my loan went to pay off my credit cards, which they took care of. Simple and painless. Thank you, Payoff!",Love Payoff!,8,0
5,"Aug 17, 2020",quick and painless experiance. They paid off my credit card and sent me the the remaining balance in a couple of days. Great company!,,8,0
5,"Aug 13, 2020",quick approval,I applied an was approved in 1 day,0,0
